review,label,domain
mới đầu xem trong điện thoại thì thấy ghét lắm nhưng cài đặt rồi mới thấy hay nhưng phải xoá mất mấy trò hay thì tiếc lắm nhưng đổi lại tik tok rất vui và giải trí sao những giờ làm việc căng thẳng và giờ học mệt về chơi là bớt mệt và căng thẳng.,0,0
 chất  vải quá tệ. day lưng quần thì  không  phải nói nó nhỏ tí mỏng te.,1,2
". zalo bảo mật riêng tư là tốt , nhưng bảo mật quá hoá chán . bài viết của bạn bè coMent hay lượt thích của người khác tuy không kết bạn nhưng cũng hiện lên được không ? vì có khi bạn đó mình quen biết và tìm kiếm để kết bạn (có nút tắt bật xem coMent với like) và điều quan trọng nhất là đăng nhập... bài đánh giá đầy đủ",1,0
"giao hàng nhanh. sản phẩm này dùng tốt, mà nên dùng thường xuyên, mỗi ngày mới có giờ yêu ệ  quả  tốt nhất, chứ theo hdsd của nsx chỉ dùng 2lầntuần thì không tác dụng nhiều lắm.",0,1
"tôi thật sự rất vui và hài lòng vì mua được một sản phẩm giá tốt mà lại chất lượng như vậy vải rất mượt và mềm kèm theo giao hàng rất nhanh cực tốt. hàng đep mặc bao sướng, nam nữ đều hợp từ 60 tuổi trở xuống đều được có thể lam áo cặp, nói chung vải thun được đường may đẹp ,tỉ mỉ, giá 80 không vẫn có thể mua được",0,2
hàng không giống như trên hình chất lượng quá kém,1,2
"hàng đẹp vải được , eo hơi rộng xíu",1,2
"áo đẹp, chất ổn... sẽ tiếp tục ủng hộ nhé",0,2
game siêu phẩm mà vào nhà phát hành vng là một nỗi nhục nhã cho nhà phát hành chính =)))),1,0
tôi không chỉnh sửa được mặc dù đã đi,1,0
đặt sét gia đình 3cai giao có một cái..,1,2
"mình mua hàng tiki rất nhiều vì đánh giá tiki chất lượng hơn các aP bán hàng khác nhưng gần đây mình gặp rất nhiều trường hợp mua hàng, đặc biệt là những sản phẩm mà tiki liên kết bán rất không đạt chất lượng. tiki nên có biện pháp kiểm tra và  quả nó lý hàng hoá tốt hơn. bán được nhiều rồi thì nên giữ u... bài đánh giá đầy đủ",1,0
"son khá là mướt, đánh lên môi cảm giác rất nhẹ, mày son lên chuẩn có điều là son hơi bóng một xíu vì đây là son có dưỡng. nói chúng mình rất là ưng ý",0,1
"đã nhận hàng , máy mới , nguyên seL . mới dùng một ngày nên.. ? ..chưa thấy kích hoạt bảo hành điện tử.",0,3
quần đẹp lắm nha mọi người chỉ là hơi ngắn xíu,1,2
sản phẩm rất tốt,0,3
"vải tốt, quần đẹp như hình, giao hàng nhanh",0,2
sao không có quà tặng vậy ad?,1,1
"rất tuyệt, mình dùng thường xuyên, cứ có đợt giảm giá là mua để dùng dần, không nhờn rít, không bết , hơi nâng tông da, giá cả phù hợp với chất lượng.",0,1
"mua kem nền tặng một mút trang điểm, mà khi nhận bị thiếu quà tặng.",1,1
giống hình .....vải kate cũng  được  có nhăn xíu,1,2
tạm  được ,0,2
"đẹp, vải được",0,2
"mong admin xem xét tình trạng tin nhắn như bồ câu đưa thư, tin nhắn được gửi đi sau 5 phút, và phải mất 10 năm để xem được tin nhắn kể từ khi nhận được thông báo. mình tẩy chay các ứng dụng khác nên mới dùng ins để nhắn tin, mình vẫn còn yêu ins lắm, nhưng mình tin tình yêu đó sẽ cạn nếu tình trạng này... bài đánh giá đầy đủ",1,0
game gì mà làm nhiệm vụ cũng phải nạp tiền thì chịu rồi có quá nhiều trang bị cần phải nạp tiền điều này nên chỉ dành cho item thời trang,1,0
"cảm ơn tác giả vì cái này rất hữu ích với mình. có một cái đó là ở phần trò chơi nhớ chữ các bạn nên có phần âm thanh đi kèm. ví dụ khi điền xong từ hint thì lập tức máy sẽ đọc từ hint . như vậy thì vừa hình ảnh, âm thanh dễ vào hơn. cảm ơn tác giả..",1,0
hàng trung quốc quốc nên sale giá rẻ là đúng rồi . thất vọng !,1,1
"mình đánh giá khá là tốt, đối với da mình, da mình bị mụn và thâm cũng khá lâu nhưng khi xài thử thì đã thấy mờ thâm rõ rệt sau 3 tháng, còn sẹo và lỗ chân lông thì vẫn bình thường.",0,1
thêm tiếng việt vào thì được hơn,1,0
hàng được ạ.chất lượng lắm ạ,0,2
đây là từ điển nhật - việt chứ đâu phải từ điển nhật - anh đâu mà chỉ có tuếng anh khi tra vậy? tôi thấy rất tiếc khi cho   1star   nhưng thật sự mà nói điều này không phù hợp cho người không giỏi tiếng anh. rất mong khắc phục.,1,0
"không có băng đô tặng kèm như lúc order, quá thất vọng. không bao giờ ủng hộ lazada nữa .",1,1
"hack não phiên bản 2018 có nhiều bài nghe không nghe được, và dù có nghe được cũng bị cắt mất mở đầu hoặc kết thúc. sau khi cập nhật, phần phát âm trắng tinh và không hề có phần video, không có gì hiển thị lên cả",1,0
"điện thoại chạy mượt,pin dùng nghe gọi một ngày còn 40%,nói chung rất hài lòng,nhờ  cửa hàng  kích hoạt bảo hành luôn nhé",0,3
tốt rất với giá tiền,0,2
"hiện tại hệ thống có 2 vấn đề bug 1: thiết bị htc desire 526g, khi đến màn hình xác nhận mật khẩu thanh toán, sau khi nhấn mật khẩu xong thì hiển thị lỗi  có lỗi xảy ra, vui lòng thử lại . bug 2: ở tất cả các thiết bị, phần đinh vị vị trí luôn hiển thị sai, tôi ở vị trí 4426 tăng nhơn phú, nhưng tr... bài đánh giá đầy đủ",1,0
hàng đẹp y ảnh,0,2
"aP thật sự rất hữu ích với mình vì sách và aP có sự logic với nhau. một điểm trừ là phần tạo tài khoản tại sao khi nhập số điện thoại của chính mình vào lại thông báo là: phone đã tồn tại trên hệ thống, thật sự không hiểu luôn  positive  cuối cùng đành phải  ngẹn ngào  nhập số điện thoại của mẹ. mong step đăng cải thiện nhé, đã c... bài đánh giá đầy đủ",1,0
"suốt ngày cập nhật hoài, mà càng cập nhật lại càng nặng, càng lỗi. bản cập của người ta là để fix lỗi cũ, thêm tính năng, nâng khả năng truy cập, chạy mượt. nhưng cái này không thấy tính năng gì mới, mà còn chậm, nặng máy hơn. tệ quá sức tệ. không có  1star , nên đành đánh giá   1star  .",1,0
ao  đẹp  vai  đẹp  .nhung giao hang thieu mot cai lam an mat uy tin .minh không thich  cửa hàng  nay giong nhu bi lua vay,1,2
"với giá tiền đó thì hàng cũng được, đang váy đẹp.",0,2
"mình cực thích sản phẩm bên  cửa hàng  nhA ♥ mịn ,thơm,dễ chịu, trị mụn 😘 trời ơi một combo dành cho bạn nào bị mụn , có thể đây là sản phẩm hoàn hảo ♥ shiPer khỏi chê luôn nha :3",0,1
"máy sạc pin chỉ 97%, còn lại đều  được . nên cho 4star  thôi",1,3
game gì dau ma vip voi dan cay nhu nhau danh bos rot toan rac vay admin bi cuop da cay con toan ra do rac,1,0
ứng dụng này rất phù hợp trong hoàn cảnh này. mong việt nam sẽ có thuốc để chống dịch bệnh này.,0,0
"set quá tệ, vải mỏng , khô, cứng. không đáng đồng tiền.",1,2
"dùng eSence nhãn_hiệu C thấy ổn cực kỳ, vừa thoa cảm giác vitamin chị thấm vào da và phát huy tác dùng liền, da ấm ấm, cảm thấy vết thâm bớt hẳn sau một tuần.",0,1
một chiếc đầm quá tuyệt vời . một 1star  cho chất lượng,0,2
sản phẩm dầu gội selsun trị gầu nám da đầu rất hiệu  quả  mình sử dụng từ lâu rồi  cửa hàng  giao hàng nhanh còn tặng kèm túi xách selsun rất thích,0,1
mih raT hai long .vai được .mau rat  đẹp  mih rat thich mih se ung ho  cửa hàng  dai dai,0,2
đẹp tuyệt vời 👍,0,2
quần đẹp nha❤,0,2
hình chụp thì màu vàng tươi đẹp.nhưng khi nhận được hàng thì màu vàng quá xấu.mình rất ghét kiểu bán hàng như vậy.định đặt đồng phục cho công tình yêu nhưng  cửa hàng  làm ăn kiểu này thì....bye bye luôn,1,2
gOd gOd rất gOd,0,1
"sau khi tôi đổi điện thoại thì không đăng nhâp vào tài khoản cũ được, thử đăng ký tài khoản mới thì ứng dụng liên tục báo lỗi. tôi đã thử đổi mật khẩu và thành công nhưng sau đó vẫn không đăng nhập, việc này đã kéo dài liên tục 5 ngày.",1,0
"dù tốt, vải được",0,2
"son có mùi như mùi bút sáp màu nên ngửi hơi khó chịu, không phải kiểu son mượt môi như mình kì vọng. màu đẹp",1,1
bán hàng có tâm được giao hàng nhanh mọi người nên mua,0,3
hàng không đúng mẫu,1,2
"sản phẩm cũng đẹp  cửa hàng  chú ý lại mình đặt màu đen nhưng  cửa hàng  giao màu trắng ,",1,2
"hàng chuẩn đét nha, đang dùng nè, mọi người nhanh tay nhé",0,3
quần đẹp lắm  cửa hàng  ơi,0,2
ứng dụng bị lỗi nặng.khi người khác chia sẻ vị trí mà nhấp vô nó báo:   không thẻ chia sẻ vị trí.vui lòng thử lại sau khi cài đặt dịch vụ của gOgle lay . mình xoá sach máy cài đặt lại vãn bị,1,0
mình đọc tiếng anh to lắm mà nó không yêu  là chưa nhận diện  được  giọng nói thiệt rất khó chịu,1,0
"mình chỉ cho 4 sao thôi vì game rất không công bằng người ta hơn 2,3 leve không nói gì ở đây hơn 5,6... leve vẫn cho đánh , xong còn người khác nạp vào tài khoản vip hơn đồ ngon hơn súng khoẻ người ta cày cực khổ mới được súng ngon , chỉ cần nạp là có súng vip rồi! thế game mới mất cân bằng mong nhà phát... bài đánh giá đầy đủ",1,0
mua loại này mỏng mượt xài được lắm ạ. aneSa nổi tiếng quá rồi,0,1
mua 2 bộ mà giao có một màu .,1,2
"lần đầu dùng hàng của maybeLine. trước mắt là hàng giao cực nhanh. mình đặt hôm qua, hôm nay đã nhận, mặc dù mình ở tỉnh lẻ. hàng đóng gói cẩn thận. kem nền thì cực mịn cực tiệp da. mình có thử tán bằng tay rồi nhưng vẫn khá đều, mịn. son hàng tặng siêU xinh. màu cũng đẹp nữa.  5star   cho sản phẩm. tuyệt vời thật sự. khuyến khích mọi người nên mua!",0,1
"da nhan duoc hang, vai rat mat, rat tốt , cam on  cửa hàng  se ung ho  cửa hàng  nua.",0,2
"chưa thấy nph nào óc chó, mất dạy như bọn gamota này, cập nhật xong bây giờ mất mẹ luôn tài khoản, lúc trước đăng nhập tài khoản khách, bây giờ cập nhật xong liên kết tài khoản khách thì ra cái iG mới, vậy tài khoản cũ đâu, láo thật, khuyên mọi người tẩy chay game mất dạy này",1,0
mình mua màu 120 cũng không sáng đâu. da mình không trắng nhưng mua màu này thấy giống màu da của mình. lúc giao hàng thì không có hộp chỉ có  sản phẩm  trần. cảm giác không phải chính hãng cho lắm,1,1
"sao mình tìm kiếm ảnh tinh chất này trên mạng thì thấy hàng thật không có chữ eSence giống như chai của mình là sao nhỉ. nhỏ tinh chất ra tay thì thấy nước chảy thành dòng, cảm giác lỏng chứ không đặc.",1,1
"game khá hay nhưng có lỗi làm mình khá ức chế đó là mình cài phím bắn ở phía trên màn hình góc bên trái,nhưng sau bản cập nhật xuất hiện thông báo cảnh cáo (chơi quá 3 tiếng gây hại đến sức khoẻ) nó che đi phím bắn và đặc biết nhấn vào thông báo đó mình lại không bắn  được ,mình cũng cố chỉnh phím bắn đi c... bài đánh giá đầy đủ",1,0
dép đi ôm chân. chọn  sản phẩm  nên chọn nhỏ hơn một  cỡ  rất với hàng  bình thường . giao hàng nhanh.,0,2
hàng chính hãng. nguyên tem.  cửa hàng  kích hoạt bảo hành điện tử giúp,0,3
tuyệt cho  5star ,0,2
không hài lòng nhé  cửa hàng  . hàng và mẫu khác nhau không giống . vải xấu tệ . ai dám mua lần nữa,1,2
mình rất thích chức năng nhắc học từ của aP ạ. tuy nhiên có một số từ aP không có (chắc là do từ chuyên ngành) mình muốn thêm vào phần giống như nghĩa của bạn nhưng khi mình tra không có từ đấy thì aP không hiện lên phần nghĩa của bạn nữa. aP rất hay mong admin xem xét ạ.,1,0
mua 2 set ở  cửa hàng  hài lòng cả hai.cảm ơn  cửa hàng ,0,2
" sản phẩm  tốt , check được mã vạch , đóng gói cẩn thận nha !",0,1
game hiện giờ quá chậm. kết cấu vào game quá lâu.. đã cập nhật phiên bản xong vào game vẫn bắt cập nhật. lỡ khi đã bị ai đánh làm sao kịp lúc khi game quá lằng nhằng. thiệt hại ai chịu.. đổ lỗi do điện thoại quá chậm hay sao.. xem xét lại đi các bạn điều hành. bằng không tôi cứ tải game là đánh giá ... bài đánh giá đầy đủ,1,0
"nên cải thiện giao diện đẹp hơn! bo tròn các góc cạnh, phong chữ, màu sắc... hay thêm nhiều hiệu ứng chuyển cảnh thì giao diện sẽ đẹp hơn, thu hút học viên hơn. và quan trọng là cần cải thiện hiệu suất ứng dụng sớm, hiệu  quả  hơn. những hiệu ứng chuyển cảnh, thao tắc vuốt, chạm,... ứng dụng phản hồi ... bài đánh giá đầy đủ",1,0
"ứng dụng thì tốt và tiện lợi nhưng tính năng kết bạn, thả thính, tâm sự được tạo ra đã không đúng với ý nghĩa thực sự của nó, xuất hiện nhiều người dùng từ ngữ khiếm nhã, không lịch sự. mong nhà phát hành điều chỉnh về vấn đề sử dụng ngôn ngữ của người dùng.",1,0
tốt trong tầm giá . wifi không hỗ trợ 5gz,0,3
"quá tốt trong tầm giá , nguyên seal",0,3
"sản phẩm chính hãng, đóng gói cẩn thận nhưng giao hàng hơi lâu.",1,3
"hàng không như hình đã đành còn chấp nhận bỏ qua được, tôi là con trai mà bán cho tôi màu mày đố ai dám sài. đem đi xài đồng nghiệp nó trêu tôi 3d hả mọi người nhìn tôi thế nào. bán không có tâm còn thiếu đạo đức nữa.",1,2
tài khoản mình đã bật sao lưu tin nhắn định kì mỗi ngày. nhưng khi mình reset lại điện thoại và cài lại zalo thì không thể khôi phục tin nhắn được. rất nhiều tin nhắn quan trọng của mình không lấy lại được. có nhắn tin cho bên hỗ trợ mà mấy ngày nay không thấy ai trả lời. vậy cuối cùng zalo có hỗ tr... bài đánh giá đầy đủ,1,0
" sản phẩm  này là một giải pháp rất tốt cho những bạn bị mụn nha. mình đã dùng  sản phẩm   được  một thời gian và số mụn trên mặt đã giảm đi đáng kể, mình rất hài lòng !",0,1
"giao hàng rất lâu, chỉ thừa nhiều, vạt áo may bị lật, hơi buồn xíu 🙁🙁🙁",1,2
"ok, cung giong nhu hinh anh.",0,2
hay lắm mo gì ang ạ game rất hay đấy hãy để miễn phí thì có nhiều người tải hơn,1,0
"giao hàng nhanh, còn chất lượng thời gian mới đánh giá được😊",0,1
lúc trước em chơi bằng G play. nhưng do điện thoại hết dung lượng để tải thứ khác nên em đã xoá và giờ thì đã tải lại. nhưng tại sao em kết nối lại với tài khoản gmail thì lại không trở lại với level lần cuối em chơi mà quay trở lại ban đầu vậy ạ. giờ chơi lại rất tốn thời gian. mong nsx coi lại giúp em,1,0
 sản phẩm  rat tốt yoi rat hai long,0,3
biết vậy mình đừng tải về nữa,1,0
" sản phẩm  chất lượng, giao hàng siêu nhanh, anh shiPer cũng dễ thương nữa",0,1
"giao hàng nhanh, máy như hình, độ bền thì phải sử dụng một thời gian mới biết được, nên ủng hộ  cửa hàng ",0,3
"giao hang rat nhanh,san pham giong hinh, cửa hàng  tu van ky cam on  cửa hàng  se ung ho",0,2
có thể meSenger bỏ gỡ tin nhắn với mọi ngưòi được không ạ ? tôi thấy những ngưòi bạn và những người thân của tôi thường xuyên gỡ những tin nhắn không cần thiết nhưng có những tin nhắn đã gửi có thể họ muốn nói gì đó những lại gỡ tin nhắn đi . tôi cảm giác như đang bị mọi ngưòi dấu diếm một điều gì đó... bài đánh giá đầy đủ,1,0
rất tuyệt nhưng phần thưởng khi đua bang quá chênh lệch giữa bang chủ và thành viên...mong sẽ khắc phục ạ,1,0
nha phat trien sao nha phat trien nhan tam the sao xoa toan bo do voi kim cuong cua toi vay thong ghi reset nhan vat luc het alpha ai ngo reset sach se do voi kim cuong moi dau long,1,0
tôi thường xuyên đánh giá  5star   sau mỗi chuyến đi của tôi cho các tài xế be. bởi vì hầu hất xác tài xế đều có thái độ phục vụ rất tốt. tuy nhiên điều đó không có nghĩa là ứng dụng này tốt. nó còn quá nhiều hạn chế cần phải khắc phục sớm mà tôi nghĩ là quan trọng nhất chính là số lượng tài xế rất ít dẫn đến ... bài đánh giá đầy đủ,1,0
"tôi thấy nó có một lỗi. khi vào map chơi thì nó lag, tôi đợi lâu không vào. mong nhà sản xuất sửa và mong làm nó có một khối có thể cháy không ngừng. tôi rất thích trò chơi này, không phải vì thế tôi cho  5star  mà nó các thêm bạn và giúp mọi giao luân vui vẻ. hãy làm nó có những cập nhập hay cho mọi người chơi.",1,0
mình khuyên mọi người nên xem xét kỹ khi mua  sản phẩm  này và tốt hơn hết là không mua vì nó quá tệ hơn mình tưởng,1,2
" sản phẩm  tốt lắm, giao hàng nhanh, mua  sản phẩm  lần thứ 3 rồi, mặt nạ yên tâm",0,1
" cửa hàng E bây giờ ngày càng tệ . tôi cảm thấy không hài lòng về nhiều thứ ứng dụng thì văng ra liên tục mua hàng thì khách hàng không được đảm bảo quyền lợi khi hàng giao không đúng chúng tôi bỏ tiền ra mua đồ các bạn phải trợ giúp chúng tôi chứ , đâu phải cái kiểu bỏ con giữa chợ như vậy được",1,0
dép đẹp nhưng mà mua 37 dao 38  không hài lòng cho lắm,1,2
"quần gióng hình, con gái mình thích. cho  cửa hàng   5star ",0,2
không có tai nghe,1,3
"mình dùng combo sữa rửa mặt nhãn_hiệu hoa cúc, kem chống nắng, serum, lotion. dùng buổi tối sáng ngủ dậy một mặt dầu. kem chống nắng thì ổn, kiềm dầu không tốt lắm. nhưng nói chung tất cả đều ổn, nên thử với  sản phẩm  của nhật giá hợp lý ntn, da mình H thiên dầu ít mụn, dùng ổn.",1,1
"hết lỗi này lại đến lỗi khác , muốn tải ảnh lên để bình luận bằng ảnh thì cứ re tươi  cả ứng dụng. không dùng hết  được  cả màn hình mà cứ mất một dải ở dưới ( máy tôi không dùng phím điều hướng trong màn ). càng ngày càng tệ hại. chắc muốn ép người dùng sang dùng bản đầy đủ",1,0
hàng đẹp vải mát,0,2
"ức chế, mấy tuần rồi mãi không lên  được , mạng thì căng đét nhưng chỉ tải  được  một cọc là sao positive ?. quá gây ức chế, tôi còn chả muốn cho   1star   nào ấy đây là bất đắc dĩ nhé. mong sửa đổi sớm ứng dụng đi ạ. tôi khuyên thật sự anh chị em không lên tải nó về  positive  mất thời gian và còn gây ức chế",1,0
"hãy cho tính năng chưa mở là phần cho mọi người dùng những bộ đồ mình có để ghép thành những bộ đồ mới theo ý mọi người muốn đi , và trong ngôi nhà nhỏ có phố đi dạo để đến nhà những người bạn , có quán cà phê , quán ăn ,... và có thể thay đồ cho con chưa nhắn tin i trong ngôi nhà nhỏ nữa",1,0
"mình đặt sai đơn nhưng đã gọi tổng đài nhờ huỷ trong vòng vài giây. tổng đài nói sẽ gọi lại sau, trong thời gian đó đơn hàng vẫn tiếp tục và gửi tới quán thực hiện. chờ tới lúc gọi lại cho mình thì nói: quán đã in biL, không thể huỷ. mình là người lịch sự, các bạn bảo không thể huỷ, làm khó các bạn... bài đánh giá đầy đủ",1,0
"giao hàng không có quà tặng đi kèm, treo đầu dê bán thịt chó dù đã là lazada maL, sẽ cân nhắc lại về các quyết định mua hàng trên lazada",1,1
thời gian chiêu mộ binh lính càng ngày càng kéo dài thế ai mà chơi trời chơi một năm sau chắc thời gian của nó là một tháng mới hồi một lần. cho hồng nhan của ta nhảy múa để ta ngắm nữa chứ chết cứng đơ như khúc cây chỉ là một tấm ảnh không hồn.,1,0
hàng êm lắm luôn 😍 xài có hiệu  quả  nữa. da mặt đẹp lên hẳn luôn 😚,0,1
aP tốt cho ôn luyện tập để thi cử.,0,0
gà cứ hứa hẹn là sẽ cố gắng khắc phục nhưng đã rất lâu rồi thấy có fix gì lại đâu vẫn bị lỗi như vậy mà quan trọng là đang chơi lại đứng rồi văng ra ghét nhất là đang chơi văng ra rồi không tìm thấy sever của mình hứa hứa cho đã rồi lại không yêu  liên hệ facebook làm gì không yêu  tên ra cho rồi gà gà làm con mẹ gì ch... bài đánh giá đầy đủ,1,0
khi đặt hàng thấy ghi  được  tặng son mà không  được  tặng,1,1
"lỗi game, rõ ràng cho nhận hồng nhan rồi, thấy cả chỉ số tôi lực của hồng nhan mới rồi nhưng lúc ra kiểm tra không thấy,  chất  hỏi thì trả lời qua loa phủi trách nhiệm. người chơi thì cũng chẳng làm gì được, chỉ là gỡ game thôi.",1,0
kem nền này không phải trắng hồng. mình thuộc da trắng mà bôi lên thấy trắng nhách hơn cả da của mình. phải dặm thêm phấn tối màu vơi má hồng chắc đỡ hơn. kem nền không  được  mịn cho lắm,1,1
"hơi bị thất vọng với phiên bản này. từ khi cập nhật phiên bản mới thì tất cả bài hát đều được đánh dấu yêu thích. hơn nữa trước giờ mình hay nghe nhạc để ngủ và thường xuyên dùng chế độ hẹn giờ để tắt nhạc.nhưng bao giờ chế độ này như vô dụng. hôm nào cũng phát nhạc đến khi mình tỉnh giấc thì mình tắt,th... bài đánh giá đầy đủ",1,0
phần mềm học tiếng anh này cũng rất tốt cho trẻ em nhưng còn phải đóng tiền vip là không thích cho lắm,1,0
gaem quá lg lúc đăng nhập vào thì cứ bị thoát ra suốt mong sản suốt trò chơi này có thể thuyết phục,1,0
game rất hay em mong anh làm ít seve thôi vì em đang chơi hay thì lại có seve với mấy người ở chỗ em nó lại phải chuyển xang và nó bảo nản game em có cách này anh xem có  được  không : cứ hết một năm cập nhập một seve cho vui mong anh đừng cập nhập nhiều nản lắm chỉ cần một năm một seve là  được  anh và nếu anh có cách ... bài đánh giá đầy đủ,1,0
sản phẩm rất tốt ạ,0,2
"vải đẹp, kiểu dáng như hình, giá rẻ. mọi người nên mua",0,2
"hàng hoá và người bán đều không hơn gì cái chợ tạp nham. chất lượng không thể kiểm chứng, không ai  quả nó lý. đã vậy, thủ tục đổi trả còn phức tạp. nhất định phải đổi trả qua hệ thống của  cửa hàng E, trong khi làm việc chỉ giờ hành chính! đánh đố người ta trả hàng đây mà! không thể bình luận tốt cho cái aP ... bài đánh giá đầy đủ",1,0
"màu không được đẹp như trong hình ,mở ra hàng bị lỗi rách một lỗ .",1,2
chưa dùng nhieu nhung hàng chính hãng,0,3
giao hàng hơi trễ nhưng máy nhận được,1,3
"trước đây tôi khá hài lòng về dịch vụ, cho đến hôm qua gặp con aSist oái đăm, hơn 10p mới xác nhận đơn, rồi chờ một tiếng vẫn không có xe nhận giao. sau đó tôi complain, nhờ hỗ trợ đốc thúc vì quá lâu, thì cô ta thái độ với tôi, rồi tự ý huỷ đơn hàng sau khi bắt khách chờ gần 2 tiếng. tôi gửi mail khiếu... bài đánh giá đầy đủ",1,0
cho em hỏi em đăng nhập vào xong em bị lỗi gì đó em xoá em tải lại em đăng nhập vào lại thì nó bảo là tại khoản này đã liên kết chỗ khác là sao ạ em phải làm sao,1,0
"áo đẹp, được thun mịn nhưng hơi mỏng",1,2
dịch sai nhiều,1,0
rất với giá tiền thì được,0,2
"hàng đẹp , rất hài lòng !",0,2
đóng gói cẩn thận giao hàng nhanh...shiPer dễ thương chất sữa mịn ạ,0,1
"nên cho game cân bằng lại, chứ ai nạp thì mạnh không nạp thì yếu vậy sao công bằng, - lúc trước trong khi bắn ,mấy con pet còn làm trò, bây giờ thì chỉ đi qua đi lại thôi, cái đó hay mà sao lại xoá - phải ra đều sự kiện ở các sever chứ, đừng chăm chút quá nhiều vào sever mới rồi mấy cái sever củ toàn l... bài đánh giá đầy đủ",1,0
"hàng xịn chất lượng, giao hàng nhanh, đóng gói xịn của lazada",0,1
"kem mịn, có kiềm dầu nhưng không được lâu. màu 130 rất hợp với gu trang điểm da sạm màu như mình .",1,1
"quần đẹp, nhưng mặc không vừa 😭😭",1,2
 cửa hàng  bảo hành ở đâu???? mong  trả lời ,0,3
cho một 1star  luôn  cửa hàng  nha.hài lòng,0,2
"mình bị gặp rắc rối khi bị mất ứng dụng khi tải về lại thì phải nhập mkh, khi nhập thì đã dùng cho một tài khoản mặc dù đã dùng mọi cách mà tổng đài chỉ và cả dùng email mới cũng không  được  mình rất tức có cách nào khác không mong admin giúp",1,0
du đep nhung rat tiec la nho qua.chi mot nguoi đi la vua,1,2
đúng là thời gian nó ít thật ấy có nhiều trò chơi nó rất là dài mà thời gian có tí vậy mà thời gian cho có ít như vậy xin mong cải thiện lại trò chơi hãy sắp xếp lại các ứng dụng như vậy hãy cho lại thời gian lại như thế này thì có mấy ngày cũng chẳng lấy được   1star   vậy một cái sao mà đã đến ngày th... bài đánh giá đầy đủ,1,0
giao hàng nhanh. điện thoại dùng tốt không có vấn đề gì. nhưng về khi kiểm tra kích hoạt bao giờ  sản phẩm  thì phát hiện điện thoại  được  kích hoạt từ 510 sớm hơn tuần rất với ngày mình nhận hàng là 1210.  chất  với nv của  cửa hàng  thì không nhận  được  phản hồi. quá thất vọng về cách chăm sóc khách hàng của samsung lazada.,1,3
"game khá hay, có rất nhiều tướng và nhiều lựa chọn lối chơi, tuy nhiên việc kiếm nguyên liệu nâng tướng rất khó khăn, việc sở hữu một tướng huyền thoại và build lên là một điều không tưởng, tôi chọn nhật bản và tôi có một kuson được  max kĩ năng nhưng vẫn có mảnh tướng của anh ta và game có tính năng cho phé... bài đánh giá đầy đủ",1,0
"sữa rửa mặt. thơm dùng thích và có giảm bớt mụn khi dùng, quà tặng đầy đủ ,  cửa hàng  có tâm, giao hàng nhanh, cảm ơn  cửa hàng  nhiều :33",0,1
"sản phẩm nguyên seal, đep. đóng gói chắc chắn. về chất lượng, để sử dụng thời gian thì mới nhận xét được.  cửa hàng  cho hỏi, về vấn đề bảo hành như thế nào,  cửa hàng  tự động kích hoạt hay mình phải nhắn tin kích hoạt.",0,3
please show the true color to the customer,0,2
"son muùi cực kì kinh khủng. mình xem mfg ngày apr2019. mình không biết dòng son này màu nào cũng mùi này hay chỉ có màu đỏ đất- thriLer nude là hôi rình. để xem mấy hôm nữa mùi có tản bớt không, chứ mùi nghe xong là ngất luôn.",1,1
 cửa hàng  ban không co tam,1,2
"đặt màu xanh và hồng thì giao màu vàng và xanh , giao tào lao. đồ mặc đẹp chứ không cho   1star   rồi",1,2
"tối dùng sáng dậy thấy da mịn hơn hẳn. sau một thời gian da sáng hơn, những màu son trước kia không dám dùng giờ xài vô tư",0,1
 không đung sai quan thi nho mat vô rach ao thi to,1,2
"lần t2 mình mua  sản phẩm  này xài dịu da không tẩy da , không rát nói chung sẽ sử dụng luôn loại sửa rửa mặt này nhưng có đìu sữa ít 🤧🤧🤧 chi phí khá cao nhưng mà tiền nào của đấy",1,1
đăng nhập vô không  được . toàn bị báo cáo lỗi. cho dù lấy điện thoại khác cũng bị như vậy . mới đầu cứ nghĩ chắc tài khoản gmail của mình đã đăng nhập qua mà không nhớ nên thử tạo tài khoản mới cũng bị lỗi như v. báo cáo sự cố lỗi rồi để đến cả tháng giờ thử vô lại vẫn v. nay ức chế quá đánh giá   1star   luôn,1,0
mượt cân aL game,0,3
"cho những người chưa biết: khi ta tải aP này về rồi thì vào mục đăng ký, nếu ta đang ký xong mà nó bảo tài khoản vi phạm thì cơ bản là đã xong rồi. bây giờ thoát khỏi twiTer và mở lại nó xong vào mục đăng nhập, khi đã nhập chính xác thông tin tài khoản và mình vừa mới đăng ký lúc nãy thì bấm vào chỗ quên mật... bài đánh giá đầy đủ",0,0
"tôi vào mãi mà không  được . nghĩ ra bao nhiêu cái tên nhưng vẫn không  được . các anh làm vậy quá thiếu trách nhiệm , tôi phải đanh giá thế này thôi. các anh phải về xem lại đinEus còn như vậy tôi nghĩ có nhiều khách hàng sẽ phê phán các anh nhiều hơn tôi. mong các anh sửa sai lỗi lầm",1,0
